what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1413020552419
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090925-1100,"org.eclipse.jdt.apt.pluggable.core",1413020552435
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020559529
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020580873
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413020581638
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1413020581857
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1413020581998
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1413020582045
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020641779
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020641779
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020641951
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020668639
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020671404
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020678061
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020679701
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020679701
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020679873
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020681342
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1413020729342
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1413020729545
started,bundle,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui",1413020729561
started,bundle,org.eclipse.pde.api.tools,1.0.101.v20090714,"org.eclipse.pde.api.tools",1413020730858
started,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1413020730858
started,bundle,org.eclipse.mylyn.java.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.java.ui",1413020730905
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020747717
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020754311
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1413020830218
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020937922
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020957453
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1413020978578
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1413020982563
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1413020982578
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1413020986641
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020986766
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020990578
executed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1413020990594
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020993860
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020997000
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413020997063
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413021004078
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1413021004078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413021021516
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413021027922
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413021027938
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1413021030157
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1413021150064
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1413021150220
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1413021150642
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1413021151001
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1413021159283
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1413021159439
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1413021159704
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1413021160001
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1413021160454
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021238205
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021238705
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021238736
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021238783
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021238814
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021238846
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021238877
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021238908
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021238939
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021238971
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021239002
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021239049
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021239080
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021239111
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021239142
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021239174
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021239205
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021239236
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021239267
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1413021239314
